text_or_caption,reply_to,chat_id,date_created
Спасибо.,611,-1001350470024,2020-08-13T16:49:46+00:00
"Кто-нибудь в курсе, сложно ли сейчас получить шенген в посольствах Кипра с целью отдыха в странах категории А? К примеру та же Австрия или Германия? 

Нас семья, трое, на Кипре по Пинкслип.",,-1001350470024,2020-08-15T08:15:24+00:00
"Не сложно, все как в доковидные времена, кейсов очень много",629,-1001350470024,2020-08-15T08:29:06+00:00
"Понял, спасибо",633,-1001350470024,2020-08-15T08:35:32+00:00
"Привет всем! У меня рабочий пинк слип. Какая категория визы нужна жене, детям 3 года. И еще нужно ли жене иметь договор аренды жилья? Договор аренды сейчас оформлен только на меня.",,-1001350470024,2020-08-15T13:01:21+00:00
Family reunification visitor. Договор аренды на вас это нормально. Вы как спонсор и заявитель в форме MFR1 выступаете.,642,-1001350470024,2020-08-15T13:02:58+00:00
"Вы не знаете банковский счёт потом ей откроют без договора аренды, и подтверждения ком.платежей?",643,-1001350470024,2020-08-15T13:05:22+00:00
"Совместный легко можно будет сделать счет. С визой, т.к. она член семьи должны тоже открыть.",,-1001350470024,2020-08-15T13:07:11+00:00
"Я занимаюсь визами, пишите, если есть вопросы.",,-1001350470024,2020-08-15T13:08:30+00:00
"Да, пишите вопросы в чат, он для этого и создан )",,-1001350470024,2020-08-15T13:09:31+00:00
"Можете в договор вписать себя и ее. Проблема не в договоре, а объяснить зачем именно ей отдельный счёт.",644,-1001350470024,2020-08-15T14:56:15+00:00
"Мне с рабочей визой не открывали счёт без какого либо счета или договора(все на мужа, фамилии одинаковые) в третий раз сказали прийти с ним и с копией свидельства о браке на английском. В первый и второй раз сказали принести что-то не помню что. Что итого не приняли. И сказали прийти с ним и свидетельством. Я тогда очень удивилась таким сложностям.",,-1001350470024,2020-08-15T15:20:09+00:00
Другой банк надо пробовать и определиться с мужем или без мужа нужен счёт.,649,-1001350470024,2020-08-15T15:23:51+00:00
"Уважаемые знатоки. Вопрос. Если взрослый подает на пинк слип на себя., дальше в ожидании ответа едет в РФ, он может с ресиптом  в нынешней остановке вернуться. А может ли он запросить разрешение на детей, на которых пинк слип не подавали?",,-1001350470024,2020-08-15T15:39:50+00:00
Обычно визиторский подают на всю семью сразу.,651,-1001350470024,2020-08-15T16:03:36+00:00
Но спецразрещение можно запросить. Шанс высокий.,,-1001350470024,2020-08-15T16:03:58+00:00
"Накладно- 550 депозит, 140 подача, 170 страховка умножить на всех...",652,-1001350470024,2020-08-15T16:04:58+00:00
"Это только в первый раз, потом привыкаешь.",654,-1001350470024,2020-08-15T16:54:34+00:00
Тратить деньги? 😆,655,-1001350470024,2020-08-15T17:00:18+00:00
Да тут такое. Когда приехал немного удивился. Залог за квартиру + залог за свет + залог за воду + мусорный налог + транспортный налог + мот.,,-1001350470024,2020-08-15T17:03:54+00:00
"Подскажите, плз, если есть пинк у меня и receipt у члена семьи + шенген на два года у обоих можно ли выехать и вернуться в Грецию или Италию. Я честно читала, но так и не поняла, есть ли система, или зависит от того, кто (какая страна/ офицер ) принимает решение. Заранее спасибо",,-1001350470024,2020-08-15T19:36:43+00:00
Что не пустят сейчас - большие шансы.,662,-1001350470024,2020-08-15T19:41:04+00:00
"Теоретически можно, берите полностью возвратные билеты и гостиницу и пробуйте, если в Ларнаке выпустят, 90% что там пустят. Обратно совсем легко.",662,-1001350470024,2020-08-15T19:44:08+00:00
Спасибо,663,-1001350470024,2020-08-15T19:51:03+00:00
Спасибо,664,-1001350470024,2020-08-15T19:51:17+00:00
"Ночи доброй!вопрос:на руках бумажка подтверждающая временную резиденцию Кипра( пластиковую карту жду с ноября, то пластика нет, то машинка не работает)
Подчеркиваю, что с ноября, те по сути август последний месяц чтобы оформить визу куда-н в Шенген, тк за 3 мес до истечения документа нужно
Были случаи когда на бумажку эту визы выдавались? 
В прошлом году эта бумажка хоть была на документ похожа, в этом кусок бумаги А4 с печатью только",,-1001350470024,2020-08-15T22:39:04+00:00
"В прошлом году я звонила финам, объясняла ситуацию (все было также), но они четко ответили отказом, только пластик",,-1001350470024,2020-08-15T22:40:50+00:00
"Эта ""бумажка"" только для въезда на Кипр.
Но регулярно по ней пускают в ЕС и иногда даже выдают Шенген визы.",667,-1001350470024,2020-08-16T06:40:25+00:00
)))как она правильно называется?,,-1001350470024,2020-08-16T07:43:47+00:00
"**Квитанция** **Ресипт** (**receipt**), которую вы получаете после оплаты за подачу на ВНЖ имеет правовой и визовый статус.

**Текущая информация
**__with proof of submission of an application for a residence permit, which bears a re-entry stamp and with the presentation of a valid travel document (the stamp is placed depending on the application, e.g. the cases of applications for an immigration permit and long-term resident permit are excluded).

__https://www.mip.gov.cy/dmmip/md.nsf/All/1D0D57E022F1A4AEC22588EF003B3372?OpenDocument

__————————————————
__**Информация со старого сайта

__IMPORTANT ANNOUNCEMENT REGARDING PROCEDURES FOR ENTRY OF THIRD COUNTRY NATIONALS IN THE REPUBLIC OF CYPRUS
__**__The Civil Registry and Migration Department announces that, as from 19/01/2016, third country nationals (TCNs) who are legally residing in Cyprus and wish to travel outside Cyprus while their application for a temporary residence permit is still pending, can re-enter the Republic, following the procedures below:

1. Where a TCN has left Cyprus and the residence permit has not been issued on the date of his/her arrival, he/she can re-enter the Republic using the original receipt of application for a temporary residence permit (Γ.Λ 301 or Γ.Λ 301B) (See related samples below), provided that he/she hasn’t stayed abroad for more than three months. It is noted that Third Country applicants for whom no such receipt is issued (applications with zero fees) are required to obtain a re-entry visa.

2. The same arrangements apply for TCNs who have submitted an application for a Residence Card as a family member of a citizen of the European Union, with the only exception that applications will not be rejected if the TCN stays abroad for more than three months.

3. It is noted that these procedures can apply only for applications for obtaining a temporary residence permit or residence card. At the same time, it is clarified that the above procedures do not apply for applicants who applied for the acquisition of an Immigration Permit or for the acquisition of long-term resident status in the Republic. Those applicants must also have a pending request for obtaining a temporary residence permit, in order to be allowed to use the above procedures for entry.

__**– **[**Образец визовой печати на Ресипте

**](https://t.me/cylaw/94019)———
**__Источник __****__cylaw__**.**__t.me__**",670,-1001350470024,2020-08-16T08:02:09+00:00
Спасибо,,-1001350470024,2020-08-16T08:02:34+00:00
"Проверил свои последнии 6 ресиптов - все одинаковые, форма не менялась.",667,-1001350470024,2020-08-16T08:02:57+00:00
"Вот у меня не так к сожалению
Но я в разных местах подавалась Кипра",,-1001350470024,2020-08-16T08:04:19+00:00
"всем добрый день!
подскажите пожалуйста, как с визитерской визой подать декларацию и начать платить налоги за этот год, если в taxisnet еще не доступна декларация за 2019?",,-1001350470024,2020-08-16T09:24:04+00:00
Появится в октябре и заполните,678,-1001350470024,2020-08-16T09:27:48+00:00
спасибо,679,-1001350470024,2020-08-16T09:50:22+00:00
"Добрый вечер ! Хочу полететь на северный Кипр к мужу , я гражданка России , сажают ли они там на 14 карантин ? Как вообще обстоят там дела для ГРФ",,-1001350470024,2020-08-17T18:34:38+00:00
Буду благодарная любой информации,,-1001350470024,2020-08-17T18:34:46+00:00
"Сажают на Карантин.
В будущем будут проблемы с посещением Кипра, Великобритании и ЕС.",694,-1001350470024,2020-08-17T18:37:04+00:00
Ск примерно там можно находится ? Если 14 дней на карантине сидеть ещё придётся,697,-1001350470024,2020-08-17T18:38:07+00:00
Даже не изучал.,698,-1001350470024,2020-08-17T18:39:26+00:00
Спасибо большое )),,-1001350470024,2020-08-17T18:39:45+00:00
А у вас какой финальный пункт назначения. Трск? Или республика кипр?,694,-1001350470024,2020-08-17T18:41:29+00:00
Трск,701,-1001350470024,2020-08-17T18:43:34+00:00
Не думаю что у вас будет проблема в таком случае. Просто побудете в карантине 2 недели. По прилёту туда и все,702,-1001350470024,2020-08-17T18:54:21+00:00
"А Вы уверены что Вас туда пустят? Сейчас можно только с документами внж и пмж. Уточните этот вопрос в посольстве, туризм закрыт ещё до короны",,-1001350470024,2020-08-17T18:57:07+00:00
Это если через Ларнаку,,-1001350470024,2020-08-17T18:57:52+00:00
"Мне кажется в этом случае лучше через Турцию лететь, она открыта",,-1001350470024,2020-08-17T18:58:57+00:00
Я через Турцию,,-1001350470024,2020-08-17T19:00:27+00:00
"Ну как я понял тут не туризм, девушка к мужу летит что там живёт",704,-1001350470024,2020-08-17T19:33:19+00:00
"Привет всем. Мне в компании переслали вот такое письмо, которое таки гласит что налоги мне надо платить на Кипре.",,-1001350470024,2020-08-18T06:37:40+00:00
"Доброе утро!  , Я правильно понимаю что это относится ко всем налогом и сбором т.е. Российская фирма в договоре указывает рабочее место на Кипре и перечисляет вознаграждение  в полном объёме, а уже сам работник отчитывается перед местной (Кипрской) налоговой?",715,-1001350470024,2020-08-18T06:44:09+00:00
"не ко всем, а только про НДФЛ речь идет",717,-1001350470024,2020-08-18T06:45:05+00:00
"Ну вот принял желаемое за действительное. Это к отсутствию необходимости платить НДФЛ 30%, если правильно указано рабочее место?",718,-1001350470024,2020-08-18T06:46:35+00:00
"надо читать внимательно, так как минфин всегда кудрявенько пишет ))) и его мнение ругулярно расходится с налоговой, а проверяет нас налоговая )",719,-1001350470024,2020-08-18T06:48:22+00:00
Ну я ещё с налоговую тоже отправила запрос. Жду,,-1001350470024,2020-08-18T06:50:07+00:00
"ооо, сможете поделиться ответом? была бы очень признательна. конечно без личных данных",721,-1001350470024,2020-08-18T06:51:59+00:00
"Да) обязательно напишу сюда, когда ответят.",722,-1001350470024,2020-08-18T06:53:16+00:00
"Неформально в налоговой через знакомых мне вообще сказали что за меня должна платить компания, столько же сколько и платила, то есть они там сами на местах ниче не знают толком.",,-1001350470024,2020-08-18T06:54:28+00:00
"жара (с) )))))))))))))))))))))
по НДФЛ налогоплательщиком является физическое лицо, а компания только налоговым агентом",724,-1001350470024,2020-08-18T06:57:31+00:00
Ну у меня был просто кейс что за меня отчисляла компания. Я задала свой вопрос и получила ответ что также 13%,725,-1001350470024,2020-08-18T06:59:50+00:00
Меня этот ответ смутил вот я и отправила официальный запрос в налоговую. Жду ),,-1001350470024,2020-08-18T07:00:13+00:00
"огонь, конечно",724,-1001350470024,2020-08-18T07:14:01+00:00
"Знатоки, а сложно местный счёт в банке открыть без официального источника доходов?",,-1001350470024,2020-08-18T07:15:02+00:00
Нет.,729,-1001350470024,2020-08-18T07:17:48+00:00
Да,729,-1001350470024,2020-08-18T07:19:49+00:00
зависит,729,-1001350470024,2020-08-18T07:31:17+00:00
Сложно и не зависит от источника дохода ),729,-1001350470024,2020-08-18T07:47:47+00:00
Спасибо. Все дело в интродюсере как я понимаю.,,-1001350470024,2020-08-18T08:40:48+00:00
"Счёт физу открывается просто перебором отделений, пока не находиться сотрудник которому пох. Комплект доков при этом не меняется, пинк, тик/инн, договор на жилье/счёт ща коммуналку",,-1001350470024,2020-08-18T09:32:11+00:00
Проблемы возникают потом когда начинаются непонятные для банка приходы,,-1001350470024,2020-08-18T09:32:59+00:00
Сами себя пополняйте,,-1001350470024,2020-08-18T09:34:02+00:00
Исчерпывающий ответ. Спасибо.,,-1001350470024,2020-08-18T09:44:36+00:00
Спасибо!,720,-1001350470024,2020-08-18T10:08:36+00:00
"Всем привет.
В РФ застряла будущая коллега по работе.

1. У нее на руках подписанный рабочий контракт с компанией на кипре
2. У нее нет pink slip или receipt  from immigration office
3. У нее нет шенгенской / ЕС визы
4. Она хочет приехать с 2мя детьми на кипр

Вопрос знатокам:
Можно ли как-то в текущей ситуации привезти ее на Кипр и как именно это сделать?

Спасибо",,-1001350470024,2020-08-18T11:05:14+00:00
"Вам в @cycovid
но пока никак на 95%",750,-1001350470024,2020-08-18T11:05:55+00:00
"Понял, спасибо",751,-1001350470024,2020-08-18T11:09:10+00:00
"Добрый день, подскажите пожалуйста🙏 
Такой кейс: гражданин росии, Пинк слип рабочий кипрский на перевыдаче, есть рисипт. Нужно лететь в Хорватию транзитом через Польшу. Могут ли возникнуть трудности на пересечении границ из-за того что нету пластика? Отдельно визу в Хорватию не получали..",,-1001350470024,2020-08-18T11:44:03+00:00
"Да, могут.",759,-1001350470024,2020-08-18T11:46:11+00:00
"Так как минимум нужна Хорватская виза или Шенген. Транзитом через Польшу можно очень условно.
При наличии Хорватской визы, и прямого билета с пересадкой в Варшаве LOT, без выхода в город. Шансы очень большие.",759,-1001350470024,2020-08-18T11:46:32+00:00
В @cycovid были кейсы отказа с ресиптом.,759,-1001350470024,2020-08-18T11:46:34+00:00
Спасибо. Тоесть лучше выбрать другую страну для транзита? Или ситуация аналогична?,,-1001350470024,2020-08-18T11:48:22+00:00
"Аналогично.
Почитайте плиз отзывы и кейсы в @cycovid
Сейчас все визовые риски выросли почти до максимума.",763,-1001350470024,2020-08-18T11:49:01+00:00
Спасибо,,-1001350470024,2020-08-18T11:49:32+00:00
"Добрый день! У меня нет официального дохода. Для подачи на внж подойдёт спонсорское письмо? Если да, то оно должно быть переведено и нотариально заверено?",,-1001350470024,2020-08-18T12:14:23+00:00
Да. Да. Но лучше взять консультацию юриста в это неспокойное время.,767,-1001350470024,2020-08-18T12:16:15+00:00
Спасибо большое,768,-1001350470024,2020-08-18T12:32:45+00:00
Можно. Делайте спец.разрешение.,750,-1001350470024,2020-08-18T18:38:37+00:00
100% сработает ?,778,-1001350470024,2020-08-18T18:40:50+00:00
"Да, попробую в любом случае!",778,-1001350470024,2020-08-18T19:15:49+00:00
"99,99",779,-1001350470024,2020-08-18T19:42:47+00:00
"Пока всем знакомым компаниям отказ в привозе сотрудников, у кого нет ни пинк-слипа, ни рабочего энтри-пермита.
Может у вас другие данные - буду только рад этому.",782,-1001350470024,2020-08-18T19:44:00+00:00
Мы перевезли несколько человек из России. Никаких проблем не было. С Шенгеном все приехали. Какая причина отказа?,783,-1001350470024,2020-08-18T19:59:32+00:00
"Отказ вы выдаче спецразрешения - люди не подпадают под выделенные категории прилета из стран группы С.
Это если напрямую из РФ лететь.",784,-1001350470024,2020-08-18T20:00:42+00:00
Значит нам просто повезло.,785,-1001350470024,2020-08-18T20:01:23+00:00
🤞🤞🤞,,-1001350470024,2020-08-18T20:01:32+00:00
Так в исходных данных там даже нет шенгена.,784,-1001350470024,2020-08-19T08:59:59+00:00
"Можно, но оч сложно. Я по приглашению приехал но как я понял было геморно это сделать.",783,-1001350470024,2020-08-19T09:01:00+00:00
"Всем привет) Даже не знал про этот чат.

Подскажите, а реально за неделю получить визу сейчас? В отпуск выгоняют, а визы нету",,-1001350470024,2020-08-19T09:52:43+00:00
"Он есть в списке чатов ))

Да, реально. Словаки выдают сразу на месте",793,-1001350470024,2020-08-19T09:53:11+00:00
"на сайте словацкого посольства посмотри на какой день есть свободный слот, в этот день и получишь )",793,-1001350470024,2020-08-19T09:53:12+00:00
"а с визой словакии можно в словакию только лететь? 
Там с перелетами как, нормально? Я опять потерял все ссылки, кто куда может летать",,-1001350470024,2020-08-19T09:57:19+00:00
"Они дают визы Словакия, Чехия, Венгрия, Словения",799,-1001350470024,2020-08-19T09:58:14+00:00
"Куда и как сейчас можно лететь 
https://reopen.europa.eu/en/",799,-1001350470024,2020-08-19T09:58:28+00:00
"А в таком случае, у меня все равно страна прибытия должна быть Словакия, а вылет желательно что бы была она? или они не шенген а что то еще дают?",800,-1001350470024,2020-08-19T10:04:57+00:00
"Шенген в одну из этих стран.
А дальше включается твое везение или не-везение с авиакомпаниями.
Например вчера Рейнейр не посадил человека на рейс в Прагу со словацкой визой.
А Виззейр взял без проблем",803,-1001350470024,2020-08-19T10:06:38+00:00
"Блин, как раз Рейнейр туда за 50 евро летает и так и хотел сделать) Чооорт",,-1001350470024,2020-08-19T10:07:20+00:00
"Ну вот Рейнейр очень проблемные во время ковида стали
Точнее проблемы на визачек в Пафос-терминале",806,-1001350470024,2020-08-19T10:08:30+00:00
Я тогда не понимаю. Шенген вроде по всей Европе. Почему выделены 4 страны? В остальные же тоже могу по идее без проблем....,,-1001350470024,2020-08-19T10:09:17+00:00
"Потому что границы плохо открыты. Ну камон - коронавирус в миры, слышал? ))",809,-1001350470024,2020-08-19T10:10:00+00:00
"Принять вас готовы везде, а вот сесть на рейс на Кипре это сейчас проблематично. Ещё пару недель назад все было чуть лучше, а сейчас начали жестить",809,-1001350470024,2020-08-19T10:19:19+00:00
"Добрый день!
Может ли тут кто-нибудь проконсультировать меня по вопросам оформления возможных документов на Кипре. 
Я-РФ, сын-РФ, со свидетельством о рождении Кипра , сейчас оформляем ему паспорт и айди карту. Отец ребёнка киприот, мы не расписаны. Живем в России , но приезжаем на Кипр и находимся по 2-3 мес , возможно в дальнейшем и на более длительный срок. Хотелось бы понимать какие документы я могу оформить себе как матери ребёнка киприота. Возможно ли получение мед.страховки и тд , заранее спасибо",,-1001350470024,2020-08-19T10:27:42+00:00
"Да, можете оформить постоянный ВНЖ визу CY parent visitor или CY parent employment, если будете работать на Кипре. Я занимаюсь всеми видами виз. Пишите, если есть конкретные вопросы.",815,-1001350470024,2020-08-19T10:31:05+00:00
"Но я не буду постоянно проживать на Кипре, в том то и дело",,-1001350470024,2020-08-19T10:32:08+00:00
И работать тут не планирую пока,,-1001350470024,2020-08-19T10:32:25+00:00
"Извините, не поняла. Если Вы приезжаете временно, нет жилья в аренду, где Вы проживаете с ребенком, а также если ребенок школьного возраста после 5 лет и не ходит здесь в школу, то у Вас нет оснований подаваться на резидентский статус как родитель киприота.",,-1001350470024,2020-08-19T10:37:02+00:00
"Мы арендуем апартаменты в Айянапе и также имеется квартира у отца ребёнка в Никосии , ребёнку 5 лет, но ходим в сад мы в течении года в Москве",,-1001350470024,2020-08-19T10:42:23+00:00
"Если бы не короновирус, хотели чтобы в этом году летом от тут на Кипре ходил , но не сложилось",,-1001350470024,2020-08-19T10:43:00+00:00
"В принципе, если ребенок маленький подать можно при наличии жилья",,-1001350470024,2020-08-19T10:45:15+00:00
Ну я могу оформить какой-то документ что являюсь матерью киприота ? Чтобы въезжать и выезжать  и находится тут без временного ограничения и получать мед.стразовку ГЕСИ,,-1001350470024,2020-08-19T10:45:58+00:00
А где можно более подробно об этом узнать?,822,-1001350470024,2020-08-19T10:46:26+00:00
"Да, виза СY parent",,-1001350470024,2020-08-19T10:46:41+00:00
"Ага, спасибо ))) это в имиграционку надо обращаться или куда ?",,-1001350470024,2020-08-19T10:47:14+00:00
http://www.moi.gov.cy/moi/crmd/crmd.nsf/All/FBE8878A1CAB37F6C2257D6900239BAF?OpenDocument,,-1001350470024,2020-08-19T10:47:50+00:00
ВНЖ будет аннулирован после 3х-месячного отсутствия.,823,-1001350470024,2020-08-19T10:47:59+00:00
"Да, в иммиграционный департамент.",,-1001350470024,2020-08-19T10:48:11+00:00
"Насчет СY parent необязательно, но возможно.",,-1001350470024,2020-08-19T10:49:45+00:00
"Прочитала по ссылке, только не поняла, если мы распишемся и я смогу подать на гражданство ,а смогу я быть и женой киприота , но не быть на постоянном проживании на Кипре ? 

Просто на данный момент мы живем в Москве с сыном , летом приезжаем на Кипр , зимой отец ребёнка приезжает к нам, получается живем на 2 страны. 
Конечно где мы будем  в дальнейшем на пмж пока не знаю.",,-1001350470024,2020-08-19T11:01:48+00:00
На гражданство по браку Вы можете подать проживая на Кипре в течение как минимум полных двух лет из трех первых лет брака,,-1001350470024,2020-08-19T11:03:41+00:00
"Или, если не проживать на Кипре, после 5 лет",833,-1001350470024,2020-08-19T11:06:18+00:00
Как бы надо именно проживать на Кипре),834,-1001350470024,2020-08-19T11:11:04+00:00
"Ооох как все заморочено ((( 
В любом случае спасибо за ответы, на счёт Cy parent узнаю тогда , спасибо",,-1001350470024,2020-08-19T11:17:04+00:00
"Нет, не обязательно:
http://www.moi.gov.cy/moi/CRMD/crmd.nsf/All/60D513972DB4D3ADC2257D1E00333668?OpenDocument
Application for acquisition of citizenship can be submitted by spouses of overseas Cypriots after they have completed at least three years of marriage. These applications must additionally be accompanied by a letter from the couple stating the reasons for requesting the grant of the Cypriot citizenship to the foreign spouse. **If the couple has completed at least five years of marriage and has at least one child, it is not necessary to attach the aforementioned letter.**",835,-1001350470024,2020-08-19T11:29:21+00:00
"Денис, не буду спорить и приводить здесь другие ссылки из закона, но это не о том.",837,-1001350470024,2020-08-19T11:32:19+00:00
"По поводу Словакии - вроде сообразил что да как, остались вопросы по документам - кто то может в личку написать помочь, что бы тут не флудить?",,-1001350470024,2020-08-19T13:39:42+00:00
я думаю это как раз не флуд - а нормальный вопрос в этой теме.,842,-1001350470024,2020-08-19T13:40:14+00:00
Всё так,843,-1001350470024,2020-08-19T13:50:13+00:00
"Инструкция по словакам.

Идем на сайт https://ezov.mzv.sk/e-zov/main.do?siteLanguage=ru
Заполняем анкету.
После этого появляется возможность записаться в консульство онлайн.
Выбираете дату, время. Если вас несколько - выбираете по одному споту на человека подряд, заходите все вместе.

Привозите доки из списка:
Паспорт, пинкслип, подтверждение отеля/жилья, бронь авиабилетов, медстраховка, банквыписка (выписка с епайментс тоже рулит), фото (как на паспорт).
Отдаете все в окно, если не делали отпечтки пальцев - все сделают там на месте.
Проверка документов и выдача визы занимает 15-30 минут.

Визы выдают для посещения стран: Словакия, Чехия, Венгрия и Словения.

Прием обычно ведет Daniel Belanský (First Secretary / Consul)
Daniel.Belansky@mzv.sk +357 2287 9681

Местонахождение http://go.2gis.com/6ye2o",,-1001350470024,2020-08-19T13:51:01+00:00
"Хорошо, постарась тогда собрать в одно сообщение, вдруг кому полезно будет.

#Словакия

Как я понял с сайта https://reopen.europa.eu/en/map/SVK можно спокойно между словакией и чехией перемещаться, а вот в Австрию пока заехать не получится, закрыты они для них. Пока накинул себе 2 маршрута по личным предпочтениям - это Братислава - Прага и Братислава - Загреб. Венгрия и Хорватия дружат между собой полностью.

Аэропорт в городе Братислава.

Перелеты с Кипра на текущий момент есть RyanAir, Цена туда/обратно на билеты полностью без багажа (даже без ручной клади) ~ 100 евро на человека. Летают по субботам из пафоса, видимо рейск как раз туда - обратно.

https://www.mzv.sk/web/nicosia-en/schengen-visa - вот сайт посольства и процедура работы с визой.
https://www.mzv.sk/documents/1163969/1179609/Visa+information.pdf/947bd77b-8bda-45ef-901b-df5fdab1a674 - вот собственно перечень документов, которые нужны на визу.

А вот теперь вопросы. 
С багажом буду разбираться скорее всего вечером бронирую билеты.
```Travel health insurance with the coverage of a minimum of 30.000 Euro, valid for
Schengen countries, which starts 1 day prior to the travel date and finishes 1 day after
the departure date (geographical validity should be clearly stated). ``` - где такое сделать, сколько стоит? 
```Proof of the financial resources for covering travel costs:``` - на какую сумму должна быть гарантия, если планируем лететь в двоем? Счет обязательно должен быть на моё имя?
Оплачивать за ```Short term Schengen visa``` - надо на месте?

В остальном - бронирования, пинкслип - вроде понятно.

Может кто то прокомментирует...",,-1001350470024,2020-08-19T13:53:49+00:00
"Ой, я пока писал, Олег все отправил) 

Все равно не понимаю, почему только эти страны? Смотрю - хорватия вообще зеленая и всем рада",,-1001350470024,2020-08-19T13:54:17+00:00
"просто ощущение, что тут сидят люди, которые оказывают услуги по подаче на визы и все время предлагают отойти в личку)",844,-1001350470024,2020-08-19T13:54:28+00:00
"Это те страны от которых посольство выдаёт визы, т.е. цель поездки может быть Чехия, а за визой обращаетесь к Словакам - они представители на Кипре этих стран по визовым вопросам.",847,-1001350470024,2020-08-19T13:59:21+00:00
А форму заполнять одну и ту же?,,-1001350470024,2020-08-19T14:04:35+00:00
Да,852,-1001350470024,2020-08-19T14:05:06+00:00
Но Райян тут не согласен,851,-1001350470024,2020-08-19T14:08:03+00:00
"Это то да, но мы тут про визу :)
Рианэир формалисты, шенген приостоновлен - они и решили что всё должны быть с национальными визами или ЕС паспортами. Им так проще.",854,-1001350470024,2020-08-19T14:10:26+00:00
просто лучше предупредить. они же самые дешевые,855,-1001350470024,2020-08-19T14:10:55+00:00
"Кто получал европейские карты мед.страхования на основании прикрепления к ГЕСИ, можете рассказать какая процедура?",,-1001350470024,2020-08-19T14:11:48+00:00
"Так, а если я именно ими и собирался лететь? Ибо больше никого гугл не показывает.... если я сделаю шенген словацкий и полечу в словакию, это норм будет?",855,-1001350470024,2020-08-19T14:20:02+00:00
На 90% да.,858,-1001350470024,2020-08-19T14:21:10+00:00
"А страховку делать где? Мне тут Альфастрахование советуют.

И по поводу выписки со счета - просто надо показать, что есть движение средств?",,-1001350470024,2020-08-19T14:23:29+00:00
"Страховка Альфу приняли, выписку с остатком прямо с сайта хеллегика распечатал",860,-1001350470024,2020-08-19T14:26:26+00:00
А там большой остаток?,,-1001350470024,2020-08-19T14:26:46+00:00
Достаточный ) не знаю сколько нужно на остатке иметь,,-1001350470024,2020-08-19T14:27:22+00:00
В доках у Словаков написано сколько надо евро в день на каждого.,862,-1001350470024,2020-08-19T14:28:13+00:00
"перечитал, не нахожу. Может доки разные, или в анкете указано...",864,-1001350470024,2020-08-19T14:48:44+00:00
"Вот из PDF 
```7. Proof of the financial resources for covering travel costs:
- Original of your personal bank statement for the last 3 months
- Original pay slips for the last 3 months
- Employment contract / employment confirmation stating your income
In case of the sponsorship:
- Bank statement of the sponsor for the last 3 months
- Sponsorship letter legalized by a public notary```",,-1001350470024,2020-08-19T14:48:58+00:00
Ориентируйся на 50-70 на человека на каждый день поездки,865,-1001350470024,2020-08-19T14:49:50+00:00
Лучше больше.,,-1001350470024,2020-08-19T14:49:56+00:00
"Так, совсем забыл, самый важный вопрос - а что на счет тестов? Надо делать за 3 дня до каждого вылета? А если по европе колесить - ничего не надо же?",,-1001350470024,2020-08-19T15:28:10+00:00
"в австрии нам сказали лучше, чтобы лежало на счету по 100 евро * кол-во дней на человека на момент подачи.",867,-1001350470024,2020-08-19T15:29:49+00:00
Австрия дороже.,870,-1001350470024,2020-08-19T15:58:04+00:00
А пинкслип у чекистов кто-нибудь регистрировал? Там какой-то закон есть что надо уведомлять про гражданство и внж. Или это не про это ?,,-1001350470024,2020-08-19T18:21:48+00:00
"@olegcyprus, говорит, что не надо, но когда я разбирался n лет назад, выяснил, что надо. Есть у кого свежая инфа?",,-1001350470024,2020-08-19T18:22:36+00:00
https://journal.tinkoff.ru/uvedomil/,873,-1001350470024,2020-08-19T18:25:55+00:00
уведомлять нужно о наличии гражданства или пмж (ч 3 ст 6 ФЗ “О гражданстве Российской Федерации”),872,-1001350470024,2020-08-19T18:27:22+00:00
"...ИНОГО ГРАЖДАНСТВА ЛИБО ВИДА НА ЖИТЕЛЬСТВО ИЛИ ИНОГО ДЕЙСТВИТЕЛЬНОГО ДОКУМЕНТА, ПОДТВЕРЖДАЮЩЕГО ПРАВО НА ЕГО ПОСТОЯННОЕ ПРОЖИВАНИЕ В ИНОСТРАННОМ ГОСУДАРСТВЕ...
Пинк слип, пластик это как раз иной документ.",878,-1001350470024,2020-08-19T18:30:22+00:00
У меня точно такая же информация _,878,-1001350470024,2020-08-19T18:30:24+00:00
вот!,879,-1001350470024,2020-08-19T18:35:34+00:00
"итого, наличие или отсутствие у Вас обязанности уведомлять РФ о чем-то зависит от наличия у Вас постоянного вида на жительство или гражданства иного государства. Смотрите на тип визы, а не на то, пластик это или нет) рабочая виза не является пмж",879,-1001350470024,2020-08-19T18:36:14+00:00
Это иной документ позволяющий постоянно проживать и карантин это подтверждает - есть пластик = резидент Кипра.,884,-1001350470024,2020-08-19T18:39:26+00:00
"на пластике написано residence permit, это вид на жительство
В мвд рф уведомление о его наличии любезно приняли и зафиксировали",872,-1001350470024,2020-08-19T18:44:18+00:00
"Провиза и шенген также позволяют проживать определенное время на Кипре, как и не бесконечный по сроку действия рабочий пластик.
тем более во время ковида",885,-1001350470024,2020-08-19T18:49:44+00:00
"не понятно что такое ""постоянно"". У пинка лимит 1-2 года. Это постоянно или временно?",884,-1001350470024,2020-08-19T18:50:58+00:00
Временно,888,-1001350470024,2020-08-19T18:51:07+00:00
временно,888,-1001350470024,2020-08-19T18:51:09+00:00
"Явно написано ""Temporary residence permit""",888,-1001350470024,2020-08-19T18:53:04+00:00
